case_id,date,crime_type,district,latitude,longitude,offender_age,offender_gender,victim_age,victim_gender,time_of_day,season,prior_offenses,recidivism,severity_score,arrest_made,weapon_used,gang_related
CASE01590,2021-02-01,Vandalism,Northeast,12.962061,77.544912,30,Female,68,Female,Morning,Winter,7,No,1.37,No,No,No
CASE01591,2021-02-01,Vandalism,North,12.979825,77.593101,38,Male,42,Male,Morning,Winter,7,No,1.92,Yes,Yes,No
CASE01592,2021-02-01,Kidnapping,South,12.948451,77.553018,38,Unknown,41,Female,Night,Autumn,1,Yes,1.79,No,Yes,No
CASE01593,2021-02-02,Theft,North,12.940698,77.646862,33,Male,68,Male,Afternoon,Winter,7,Yes,5.93,No,No,No
CASE01594,2021-02-02,Theft,Central,13.090911,77.627188,61,Unknown,50,Male,Night,Autumn,2,Yes,2.94,No,No,No
CASE01595,2021-02-02,Vandalism,Northwest,13.083704,77.674998,34,Male,21,Male,Morning,Summer,6,Yes,8.74,Yes,No,Yes
CASE01596,2021-02-02,Fraud,Southeast,12.909399,77.516548,43,Male,20,Female,Evening,Spring,8,Yes,5.01,Yes,Yes,No
CASE01597,2021-02-03,Assault,Downtown,12.967763,77.683017,41,Female,28,Male,Afternoon,Winter,3,Yes,7.26,Yes,No,No
CASE01598,2021-02-03,Theft,North,12.98103,77.55867,25,Female,63,Male,Evening,Summer,5,No,6.88,Yes,Yes,No
CASE01599,2021-02-03,Theft,Northwest,12.947803,77.598139,62,Male,66,Male,Morning,Autumn,8,Yes,3.88,Yes,No,Yes
CASE01600,2021-02-03,Sexual Offense,Central,13.025775,77.587722,19,Male,51,Male,Afternoon,Winter,4,No,3.19,Yes,No,No
CASE01601,2021-02-04,Theft,Downtown,13.028076,77.652062,17,Female,40,Male,Night,Spring,0,No,4.08,Yes,No,No
CASE01602,2021-02-04,Assault,North,13.070101,77.584067,18,Male,61,Male,Night,Summer,2,No,8.17,No,Yes,No
CASE01603,2021-02-04,Assault,East,13.048174,77.688711,22,Male,11,Female,Morning,Winter,8,No,6.28,No,No,No
CASE01604,2021-02-04,Burglary,Northwest,13.008515,77.680507,31,Female,47,Male,Evening,Winter,2,Yes,3.28,No,Yes,No
CASE01605,2021-02-05,Theft,Downtown,13.030717,77.674432,46,Male,41,Female,Morning,Summer,9,No,8.36,Yes,Yes,No
CASE01606,2021-02-05,Robbery,North,12.954798,77.514252,25,Male,19,Female,Evening,Autumn,1,No,1.49,Yes,No,No
CASE01607,2021-02-05,Theft,Northwest,13.018611,77.670852,34,Female,17,Male,Morning,Autumn,3,Yes,7.29,Yes,No,No
CASE01608,2021-02-05,Drug Offense,Central,12.997845,77.656327,43,Male,29,Male,Night,Winter,4,No,4.95,Yes,No,No
CASE01609,2021-02-06,Assault,North,12.926669,77.520703,32,Male,29,Female,Evening,Autumn,6,Yes,7.58,Yes,No,No
CASE01610,2021-02-06,Robbery,North,12.948509,77.521483,43,Unknown,18,Male,Morning,Autumn,6,Yes,9.35,Yes,No,No
CASE01611,2021-02-06,Sexual Offense,North,12.958339,77.520233,34,Male,24,Male,Afternoon,Summer,8,No,7.75,Yes,No,No
CASE01612,2021-02-06,Fraud,Southwest,13.084862,77.502267,52,Female,72,Male,Night,Autumn,7,No,4.98,No,No,Yes
CASE01613,2021-02-07,Robbery,East,12.946077,77.609727,38,Female,30,Female,Night,Autumn,1,Yes,2.36,No,No,No
CASE01614,2021-02-07,Assault,Central,12.957849,77.694679,35,Male,14,Female,Afternoon,Summer,7,No,8.26,Yes,No,No
CASE01615,2021-02-07,Assault,Downtown,12.973871,77.587737,28,Male,44,Unknown,Morning,Winter,7,No,5.15,Yes,Yes,No
CASE01616,2021-02-07,Fraud,Southwest,13.032749,77.608152,28,Male,77,Female,Evening,Winter,4,No,1.68,No,Yes,No
CASE01617,2021-02-08,Kidnapping,Northeast,12.923648,77.693594,58,Male,57,Male,Night,Summer,2,Yes,7.47,Yes,No,No
CASE01618,2021-02-08,Fraud,Southwest,13.090789,77.551036,26,Male,71,Male,Morning,Spring,8,No,3.63,Yes,Yes,No
CASE01619,2021-02-08,Robbery,Southeast,13.073114,77.671694,63,Male,44,Male,Afternoon,Summer,6,No,1.44,Yes,No,No
CASE01620,2021-02-08,Vandalism,Southeast,13.015443,77.609278,30,Male,79,Male,Evening,Spring,0,Yes,9.12,Yes,No,No
CASE01621,2021-02-09,Burglary,North,13.034808,77.613895,32,Male,30,Male,Morning,Autumn,7,No,5.35,Yes,No,No
CASE01622,2021-02-09,Theft,Southwest,12.903332,77.568635,43,Male,48,Male,Morning,Winter,9,No,3.53,No,No,No
CASE01623,2021-02-09,Robbery,Northeast,12.967789,77.612317,34,Male,43,Male,Night,Spring,4,Yes,7.45,Yes,Yes,No
CASE01624,2021-02-09,Kidnapping,Southwest,13.059132,77.514629,19,Male,24,Male,Night,Spring,5,No,8.97,Yes,No,No
CASE01625,2021-02-10,Theft,East,12.915497,77.652929,37,Male,15,Male,Evening,Autumn,8,Yes,1.0,Yes,Yes,No
CASE01626,2021-02-10,Vandalism,East,12.956463,77.556938,37,Male,75,Unknown,Morning,Winter,9,No,7.19,No,No,No
CASE01627,2021-02-10,Assault,Northeast,13.017059,77.677522,52,Male,65,Female,Afternoon,Autumn,7,No,7.9,Yes,No,No
CASE01628,2021-02-10,Robbery,Southwest,12.951283,77.57357,54,Male,58,Unknown,Afternoon,Winter,2,Yes,2.89,Yes,No,No
CASE01629,2021-02-11,Theft,Northwest,13.086796,77.528565,49,Male,10,Male,Evening,Winter,4,No,5.41,Yes,Yes,No
CASE01630,2021-02-11,Burglary,East,12.926212,77.639176,48,Male,74,Male,Morning,Autumn,3,No,1.8,Yes,No,Yes
CASE01631,2021-02-11,Drug Offense,East,13.059479,77.532916,59,Male,37,Male,Night,Spring,0,No,7.72,Yes,No,No
CASE01632,2021-02-11,Assault,South,13.00159,77.650736,57,Male,29,Male,Morning,Summer,4,Yes,8.63,Yes,Yes,No
CASE01633,2021-02-12,Fraud,Southwest,13.050066,77.693622,55,Male,57,Male,Night,Winter,9,Yes,1.97,No,No,No
CASE01634,2021-02-12,Drug Offense,East,12.962143,77.655911,48,Male,74,Female,Afternoon,Winter,6,No,8.35,No,No,No
CASE01635,2021-02-12,Sexual Offense,Central,13.002898,77.50449,27,Unknown,60,Unknown,Evening,Summer,0,No,7.94,Yes,No,No
CASE01636,2021-02-12,Assault,Southwest,13.071367,77.619977,17,Male,52,Male,Evening,Summer,3,No,4.12,Yes,No,No
CASE01637,2021-02-13,Burglary,Southeast,12.993376,77.639082,43,Unknown,58,Male,Evening,Autumn,5,No,7.21,Yes,No,Yes
CASE01638,2021-02-13,Theft,South,12.971944,77.665092,25,Male,34,Male,Night,Winter,8,No,1.0,No,No,No
CASE01639,2021-02-13,Kidnapping,East,13.007231,77.5112,37,Male,50,Male,Afternoon,Autumn,7,Yes,9.39,Yes,No,No
CASE01640,2021-02-13,Sexual Offense,South,13.043473,77.596022,32,Male,73,Male,Afternoon,Summer,1,Yes,5.95,No,No,No
CASE01641,2021-02-14,Robbery,Southeast,12.988713,77.607074,41,Male,70,Male,Evening,Autumn,2,No,6.58,No,Yes,No
CASE01642,2021-02-14,Drug Offense,Northeast,13.087775,77.533825,18,Male,21,Male,Evening,Winter,9,No,6.98,No,No,Yes
CASE01643,2021-02-14,Robbery,Northeast,12.958989,77.56449,22,Male,78,Male,Night,Spring,4,No,6.05,No,No,No
CASE01644,2021-02-14,Fraud,Southwest,12.995093,77.588044,59,Male,23,Male,Night,Spring,6,No,8.71,No,No,No
CASE01645,2021-02-15,Theft,Southeast,13.051386,77.666642,23,Male,43,Male,Morning,Winter,2,No,6.49,Yes,Yes,No
CASE01646,2021-02-15,Drug Offense,West,13.037824,77.685882,35,Male,57,Male,Night,Autumn,6,No,9.17,Yes,No,No
CASE01647,2021-02-15,Theft,West,13.072728,77.625685,27,Male,70,Unknown,Morning,Summer,4,Yes,6.24,Yes,No,No
CASE01648,2021-02-15,Drug Offense,Southwest,13.099362,77.578989,50,Male,44,Male,Evening,Summer,9,No,2.54,Yes,Yes,No
CASE01649,2021-02-16,Drug Offense,North,12.985372,77.550806,32,Male,74,Female,Afternoon,Spring,5,No,9.22,No,No,No
CASE01650,2021-02-16,Vandalism,South,12.92223,77.696427,43,Female,68,Female,Night,Autumn,5,No,7.13,Yes,No,No
CASE01651,2021-02-16,Theft,South,12.906083,77.696604,56,Male,45,Unknown,Afternoon,Summer,3,No,7.29,No,No,No
CASE01652,2021-02-16,Assault,Northeast,13.045375,77.684995,25,Male,28,Female,Night,Summer,7,No,9.87,Yes,No,No
CASE01653,2021-02-17,Assault,West,13.074803,77.657134,37,Male,51,Female,Night,Winter,8,No,1.68,No,No,No
CASE01654,2021-02-17,Burglary,Downtown,12.944143,77.565156,53,Female,78,Female,Morning,Autumn,1,Yes,4.86,Yes,No,No
CASE01655,2021-02-17,Theft,East,12.93169,77.6634,48,Male,28,Male,Night,Autumn,8,No,3.15,Yes,No,Yes
CASE01656,2021-02-17,Sexual Offense,East,12.912441,77.581759,37,Male,48,Male,Evening,Summer,3,No,6.67,Yes,No,Yes
CASE01657,2021-02-18,Robbery,East,13.064541,77.565355,59,Male,78,Unknown,Afternoon,Autumn,5,Yes,8.26,No,Yes,No
CASE01658,2021-02-18,Assault,Northeast,12.962276,77.648973,52,Male,61,Female,Night,Autumn,6,Yes,9.7,Yes,No,No
CASE01659,2021-02-18,Burglary,Southeast,12.980339,77.515931,28,Male,21,Unknown,Afternoon,Autumn,3,No,5.09,Yes,Yes,No
CASE01660,2021-02-18,Burglary,Northwest,13.00055,77.509713,42,Male,56,Female,Afternoon,Winter,7,Yes,8.08,Yes,No,No
CASE01661,2021-02-19,Fraud,West,13.067891,77.589591,30,Female,45,Female,Afternoon,Summer,9,No,9.25,No,No,No
CASE01662,2021-02-19,Robbery,West,13.030167,77.589128,37,Male,72,Female,Night,Spring,7,No,7.15,Yes,No,No
CASE01663,2021-02-19,Sexual Offense,Downtown,13.023013,77.679129,45,Male,60,Female,Morning,Autumn,0,Yes,3.18,No,No,No
CASE01664,2021-02-19,Robbery,South,12.935134,77.525231,58,Male,52,Female,Afternoon,Summer,7,No,6.47,Yes,No,No
CASE01665,2021-02-20,Kidnapping,North,13.002638,77.524657,55,Male,43,Female,Afternoon,Spring,9,No,9.73,Yes,Yes,No
CASE01666,2021-02-20,Homicide,Southwest,13.043076,77.529491,52,Male,58,Female,Night,Winter,2,No,9.89,No,Yes,No
CASE01667,2021-02-20,Assault,South,13.094652,77.505947,49,Male,27,Female,Night,Summer,4,No,6.78,Yes,No,No
CASE01668,2021-02-20,Sexual Offense,Southeast,12.940281,77.514346,59,Male,70,Female,Evening,Winter,9,No,8.98,No,No,No
CASE01669,2021-02-21,Theft,Southwest,12.901909,77.631974,49,Male,66,Male,Evening,Summer,7,Yes,2.8,Yes,No,No
CASE01670,2021-02-21,Drug Offense,West,12.91506,77.586317,63,Male,14,Male,Morning,Winter,5,Yes,3.21,No,No,No
CASE01671,2021-02-21,Burglary,Southeast,12.97517,77.652721,50,Male,33,Female,Morning,Summer,3,Yes,9.58,No,No,No
CASE01672,2021-02-21,Homicide,Southwest,13.064109,77.69852,57,Male,73,Female,Morning,Winter,3,No,2.22,No,No,No
CASE01673,2021-02-22,Homicide,Downtown,12.901428,77.631807,34,Male,68,Male,Morning,Spring,3,No,2.72,Yes,No,No
CASE01674,2021-02-22,Drug Offense,Downtown,12.991346,77.510091,23,Unknown,47,Male,Afternoon,Summer,5,No,4.78,Yes,No,No
CASE01675,2021-02-22,Drug Offense,Central,12.965846,77.520913,54,Male,42,Female,Night,Spring,6,No,6.31,No,Yes,No
CASE01676,2021-02-22,Assault,Northwest,12.910496,77.676201,48,Male,19,Female,Evening,Autumn,4,Yes,6.43,No,No,No
CASE01677,2021-02-23,Theft,Downtown,12.990047,77.605499,59,Female,46,Female,Afternoon,Spring,9,Yes,3.63,Yes,No,No
CASE01678,2021-02-23,Burglary,West,12.95095,77.664967,43,Male,20,Female,Night,Summer,7,No,9.29,Yes,No,No
CASE01679,2021-02-23,Theft,North,12.970377,77.671322,52,Unknown,33,Male,Night,Spring,6,No,9.24,Yes,Yes,No
CASE01680,2021-02-23,Vandalism,East,13.041123,77.685535,63,Male,30,Male,Afternoon,Summer,7,No,4.53,No,Yes,No
CASE01681,2021-02-24,Assault,Central,13.00431,77.689966,40,Male,29,Male,Afternoon,Winter,3,Yes,4.91,Yes,No,No
CASE01682,2021-02-24,Kidnapping,East,12.924929,77.610965,51,Male,19,Female,Evening,Autumn,7,No,7.32,Yes,Yes,No
CASE01683,2021-02-24,Fraud,Northwest,13.092283,77.568204,32,Female,56,Male,Morning,Spring,5,No,6.97,Yes,No,No
CASE01684,2021-02-24,Drug Offense,Southwest,13.027182,77.692373,39,Male,56,Female,Morning,Autumn,2,No,4.44,Yes,No,No
CASE01685,2021-02-25,Theft,Northeast,13.053174,77.609481,36,Female,24,Female,Evening,Spring,7,Yes,4.73,Yes,No,No
CASE01686,2021-02-25,Homicide,Downtown,12.915843,77.512851,17,Male,53,Female,Evening,Summer,6,No,4.13,No,No,No
CASE01687,2021-02-25,Sexual Offense,North,12.909412,77.628555,46,Female,71,Female,Morning,Spring,9,No,3.12,Yes,Yes,No
CASE01688,2021-02-25,Robbery,Northwest,12.90389,77.617537,59,Male,15,Male,Afternoon,Autumn,4,No,5.12,No,No,No
CASE01689,2021-02-26,Fraud,East,12.937759,77.679159,48,Male,75,Female,Morning,Spring,3,Yes,7.18,Yes,No,No
CASE01690,2021-02-26,Drug Offense,Central,12.982882,77.630637,45,Female,13,Male,Night,Autumn,0,Yes,7.68,Yes,No,No
CASE01691,2021-02-26,Theft,Downtown,13.087165,77.56981,27,Female,32,Male,Night,Autumn,9,No,8.01,Yes,No,Yes
CASE01692,2021-02-26,Robbery,West,12.991412,77.693245,59,Male,22,Male,Evening,Summer,2,Yes,4.37,No,No,Yes
CASE01693,2021-02-27,Burglary,Downtown,12.958051,77.660324,27,Male,40,Male,Morning,Winter,1,No,7.88,No,Yes,No
CASE01694,2021-02-27,Theft,Central,13.012387,77.626084,64,Male,25,Female,Morning,Winter,7,Yes,1.06,Yes,Yes,No
CASE01695,2021-02-27,Burglary,Central,12.922387,77.558585,39,Male,50,Female,Night,Spring,7,Yes,5.29,Yes,No,No
CASE01696,2021-02-27,Theft,Northeast,13.021901,77.574708,39,Male,10,Male,Morning,Autumn,4,No,8.15,No,No,No
CASE01697,2021-02-28,Theft,Downtown,13.013686,77.633994,26,Male,21,Male,Evening,Summer,4,No,6.67,No,No,No
CASE01698,2021-02-28,Theft,Downtown,13.058399,77.514396,28,Male,65,Female,Evening,Winter,3,No,5.27,Yes,No,No
CASE01699,2021-02-28,Kidnapping,Northeast,13.097338,77.551336,42,Male,59,Female,Night,Summer,0,No,6.8,No,Yes,No
CASE01700,2021-02-28,Robbery,Southeast,12.950175,77.64278,23,Male,29,Male,Morning,Summer,0,Yes,9.16,Yes,No,No
CASE01701,2021-03-01,Kidnapping,Southeast,13.001931,77.596004,25,Male,75,Female,Morning,Autumn,5,No,6.1,Yes,Yes,No
CASE01702,2021-03-01,Burglary,Southwest,13.081773,77.580479,23,Male,45,Female,Night,Spring,3,Yes,8.2,Yes,Yes,No
CASE01703,2021-03-01,Assault,Southeast,13.057038,77.530292,35,Male,47,Female,Afternoon,Autumn,3,No,9.83,Yes,No,No
CASE01704,2021-03-01,Robbery,South,12.997481,77.58837,23,Male,31,Male,Afternoon,Winter,2,Yes,7.35,No,No,No
CASE01705,2021-03-02,Burglary,Downtown,13.089074,77.654138,24,Male,70,Female,Morning,Winter,8,Yes,6.16,Yes,Yes,No
CASE01706,2021-03-02,Theft,North,12.911447,77.552803,22,Male,59,Female,Evening,Summer,2,Yes,1.34,Yes,No,No
CASE01707,2021-03-02,Fraud,Downtown,13.0862,77.50108,29,Female,68,Female,Afternoon,Autumn,7,Yes,4.37,No,No,No
CASE01708,2021-03-02,Assault,South,12.910101,77.633701,43,Male,29,Female,Morning,Autumn,1,No,6.09,Yes,Yes,No
CASE01709,2021-03-03,Fraud,South,13.009461,77.694525,17,Female,45,Unknown,Afternoon,Summer,3,No,8.17,Yes,No,No
CASE01710,2021-03-03,Fraud,East,13.078088,77.621365,58,Male,24,Male,Night,Spring,0,No,4.94,No,No,No
CASE01711,2021-03-03,Theft,Downtown,12.952544,77.523984,23,Female,71,Unknown,Afternoon,Summer,4,No,9.64,Yes,No,No
CASE01712,2021-03-03,Theft,Northwest,12.99445,77.564147,28,Male,12,Female,Afternoon,Summer,1,Yes,3.45,Yes,Yes,No
CASE01713,2021-03-04,Drug Offense,South,12.964866,77.673528,36,Male,14,Female,Night,Winter,0,Yes,7.7,Yes,No,No
CASE01714,2021-03-04,Burglary,North,13.090429,77.546514,62,Male,65,Male,Evening,Autumn,0,Yes,4.77,Yes,No,No
CASE01715,2021-03-04,Theft,Northeast,13.064729,77.621539,43,Male,40,Male,Morning,Winter,1,Yes,5.37,No,Yes,No
CASE01716,2021-03-04,Kidnapping,Southwest,13.0418,77.580534,50,Male,44,Female,Evening,Summer,4,No,8.22,No,Yes,No
CASE01717,2021-03-05,Theft,East,13.017525,77.541569,38,Male,79,Female,Evening,Autumn,8,No,3.67,Yes,Yes,No
CASE01718,2021-03-05,Vandalism,Northeast,13.064118,77.662681,61,Male,35,Male,Afternoon,Summer,5,No,1.87,Yes,Yes,No
CASE01719,2021-03-05,Kidnapping,East,12.978453,77.648566,30,Male,10,Female,Morning,Summer,3,Yes,5.68,No,Yes,No
CASE01720,2021-03-05,Assault,North,12.98951,77.632318,17,Male,16,Male,Afternoon,Spring,2,Yes,5.76,Yes,No,No
CASE01721,2021-03-06,Theft,Central,13.046,77.547267,27,Unknown,45,Unknown,Night,Winter,7,Yes,8.17,Yes,No,No
CASE01722,2021-03-06,Theft,Downtown,12.971551,77.519571,51,Male,34,Female,Evening,Winter,2,Yes,9.71,No,No,No
CASE01723,2021-03-06,Assault,West,12.91278,77.615232,18,Male,68,Male,Evening,Summer,0,No,1.5,No,No,No
CASE01724,2021-03-06,Theft,Northwest,12.914867,77.610736,20,Male,70,Female,Night,Spring,3,Yes,6.33,Yes,No,No
CASE01725,2021-03-07,Vandalism,Northeast,12.923073,77.537677,18,Female,38,Female,Morning,Summer,4,No,7.13,Yes,No,No
CASE01726,2021-03-07,Theft,Downtown,13.073936,77.511249,62,Male,27,Male,Evening,Summer,4,No,9.87,Yes,Yes,Yes
CASE01727,2021-03-07,Robbery,Northwest,12.994445,77.516142,34,Male,50,Female,Evening,Summer,4,Yes,9.48,Yes,No,No
CASE01728,2021-03-07,Kidnapping,Central,13.042576,77.698554,17,Male,28,Male,Morning,Spring,7,No,7.41,No,No,No
CASE01729,2021-03-08,Drug Offense,West,12.978582,77.656717,59,Male,13,Female,Afternoon,Autumn,7,No,5.7,Yes,Yes,No
CASE01730,2021-03-08,Fraud,Northwest,12.951742,77.684397,52,Male,74,Male,Night,Spring,3,Yes,2.45,Yes,Yes,No
CASE01731,2021-03-08,Assault,Northwest,12.969438,77.539011,32,Female,50,Male,Morning,Summer,8,No,4.46,Yes,No,No
CASE01732,2021-03-08,Fraud,Northeast,13.058836,77.692114,29,Female,24,Male,Night,Autumn,0,Yes,6.27,No,No,No
CASE01733,2021-03-09,Robbery,Southeast,13.025043,77.528531,43,Male,63,Male,Night,Summer,4,Yes,7.53,Yes,No,Yes
CASE01734,2021-03-09,Burglary,West,13.087528,77.601816,42,Female,73,Female,Evening,Spring,4,No,6.72,Yes,Yes,No
CASE01735,2021-03-09,Theft,Downtown,13.035941,77.665939,25,Male,24,Male,Morning,Spring,4,No,7.43,No,Yes,No
CASE01736,2021-03-09,Sexual Offense,Central,13.014036,77.569961,18,Male,59,Male,Night,Autumn,7,Yes,4.86,Yes,No,No
CASE01737,2021-03-10,Burglary,West,13.022039,77.584966,51,Male,31,Female,Afternoon,Spring,8,Yes,7.55,Yes,No,No
CASE01738,2021-03-10,Theft,North,13.088474,77.525637,53,Male,27,Female,Night,Summer,2,No,2.29,Yes,No,Yes
CASE01739,2021-03-10,Burglary,Southeast,13.05764,77.524584,40,Male,11,Female,Evening,Autumn,8,Yes,2.46,Yes,No,No
CASE01740,2021-03-10,Burglary,North,12.904808,77.623914,37,Male,45,Unknown,Afternoon,Winter,7,Yes,2.47,Yes,No,No
CASE01741,2021-03-11,Drug Offense,Central,13.006828,77.635106,63,Male,29,Female,Afternoon,Summer,2,No,9.02,Yes,Yes,No
CASE01742,2021-03-11,Vandalism,Northeast,13.037668,77.655467,54,Male,25,Male,Morning,Winter,1,No,1.68,Yes,No,No
CASE01743,2021-03-11,Drug Offense,Northeast,13.04974,77.611336,62,Male,76,Male,Afternoon,Autumn,3,Yes,8.21,Yes,Yes,No
CASE01744,2021-03-11,Theft,Central,12.942628,77.629152,45,Female,39,Unknown,Morning,Autumn,1,No,3.1,Yes,No,No
CASE01745,2021-03-12,Burglary,East,13.073435,77.502703,36,Male,64,Male,Morning,Summer,3,No,5.22,Yes,No,No
CASE01746,2021-03-12,Robbery,Central,13.091169,77.532434,45,Male,75,Male,Afternoon,Spring,4,No,9.24,Yes,Yes,No
CASE01747,2021-03-12,Theft,Southeast,12.947343,77.696983,43,Female,35,Male,Morning,Summer,1,No,6.27,Yes,Yes,No
CASE01748,2021-03-12,Assault,South,13.076523,77.515199,46,Male,66,Male,Morning,Spring,7,No,2.89,No,Yes,No
CASE01749,2021-03-13,Drug Offense,Northeast,12.919396,77.635758,41,Male,78,Female,Afternoon,Spring,0,Yes,3.56,Yes,Yes,No
CASE01750,2021-03-13,Theft,Southwest,12.911141,77.535217,58,Male,11,Female,Evening,Summer,2,Yes,9.28,Yes,No,No
CASE01751,2021-03-13,Robbery,Southeast,12.925845,77.643344,37,Unknown,65,Unknown,Night,Autumn,6,No,4.84,No,No,Yes
CASE01752,2021-03-13,Assault,Southeast,12.911548,77.641198,36,Male,71,Female,Morning,Summer,9,No,6.28,Yes,No,No
CASE01753,2021-03-14,Theft,Southeast,13.069002,77.54684,16,Male,43,Male,Morning,Winter,0,No,5.14,No,No,No
CASE01754,2021-03-14,Assault,Northwest,12.91181,77.553927,52,Male,65,Male,Afternoon,Autumn,1,No,4.41,No,No,Yes
CASE01755,2021-03-14,Kidnapping,Southeast,12.954333,77.630954,28,Male,64,Unknown,Night,Spring,2,No,3.01,No,No,No
CASE01756,2021-03-14,Drug Offense,Northeast,12.920751,77.578017,36,Female,29,Male,Night,Autumn,1,No,7.18,No,No,No
CASE01757,2021-03-15,Kidnapping,South,12.959084,77.53891,61,Male,59,Male,Morning,Summer,1,No,7.46,Yes,No,No
CASE01758,2021-03-15,Robbery,South,12.918112,77.646336,24,Male,34,Female,Afternoon,Autumn,5,No,3.47,No,No,Yes
CASE01759,2021-03-15,Theft,Southeast,13.033601,77.53083,32,Male,34,Female,Evening,Spring,6,Yes,8.1,Yes,No,Yes
CASE01760,2021-03-15,Robbery,North,12.926665,77.671129,62,Female,62,Male,Night,Spring,5,No,8.69,Yes,Yes,No
CASE01761,2021-03-16,Burglary,Northeast,13.070369,77.602934,36,Male,23,Female,Evening,Autumn,5,No,9.29,No,No,No
CASE01762,2021-03-16,Drug Offense,Northeast,13.063438,77.52114,46,Unknown,69,Unknown,Afternoon,Winter,8,No,2.45,Yes,No,No
CASE01763,2021-03-16,Theft,West,12.902732,77.638814,54,Male,52,Male,Evening,Spring,7,No,3.74,No,No,No
CASE01764,2021-03-16,Robbery,Downtown,13.079145,77.603833,37,Male,71,Female,Afternoon,Winter,7,Yes,8.74,Yes,No,No
CASE01765,2021-03-17,Theft,East,12.905789,77.559612,27,Male,78,Male,Morning,Spring,5,No,2.79,Yes,Yes,No
CASE01766,2021-03-17,Assault,East,12.947929,77.584508,21,Female,72,Female,Evening,Autumn,4,No,1.03,Yes,No,No
CASE01767,2021-03-17,Vandalism,North,12.906478,77.559668,31,Female,11,Female,Morning,Spring,8,No,8.84,No,No,No
CASE01768,2021-03-17,Robbery,East,12.967169,77.552605,41,Male,63,Unknown,Morning,Winter,1,No,3.94,Yes,No,No
CASE01769,2021-03-18,Burglary,West,13.002773,77.532722,20,Male,25,Male,Afternoon,Winter,6,Yes,4.73,Yes,No,Yes
CASE01770,2021-03-18,Burglary,Central,13.059329,77.572553,24,Female,64,Male,Evening,Autumn,5,No,5.02,Yes,Yes,No
CASE01771,2021-03-18,Burglary,East,12.967596,77.550197,61,Male,52,Male,Night,Winter,6,No,8.63,No,No,Yes
CASE01772,2021-03-18,Drug Offense,Northeast,13.041098,77.636687,55,Male,70,Female,Evening,Winter,3,No,4.04,Yes,No,No
CASE01773,2021-03-19,Sexual Offense,Central,12.937501,77.636775,29,Male,47,Male,Night,Autumn,8,No,9.03,No,No,No
CASE01774,2021-03-19,Kidnapping,East,13.05012,77.600368,59,Male,54,Male,Morning,Spring,6,No,6.55,Yes,Yes,No
CASE01775,2021-03-19,Drug Offense,Northeast,12.947199,77.655589,57,Male,60,Male,Morning,Autumn,1,Yes,5.75,Yes,Yes,No
CASE01776,2021-03-19,Assault,Northeast,12.928709,77.668268,45,Male,51,Male,Afternoon,Spring,3,No,3.93,Yes,No,No
CASE01777,2021-03-20,Vandalism,Southeast,12.937082,77.615953,41,Male,33,Male,Night,Spring,4,Yes,3.19,No,No,No
CASE01778,2021-03-20,Burglary,South,12.936413,77.623787,60,Female,39,Female,Evening,Spring,1,No,6.62,Yes,Yes,No
CASE01779,2021-03-20,Assault,North,13.002573,77.556577,44,Male,46,Male,Afternoon,Summer,9,Yes,5.02,Yes,Yes,Yes
CASE01780,2021-03-20,Drug Offense,West,13.06896,77.678974,34,Female,62,Male,Afternoon,Spring,7,Yes,9.19,No,No,No
CASE01781,2021-03-21,Theft,Northwest,12.915921,77.504841,62,Male,72,Female,Afternoon,Autumn,0,No,5.42,Yes,No,No
CASE01782,2021-03-21,Sexual Offense,Downtown,13.041391,77.56972,23,Male,20,Female,Evening,Autumn,2,No,5.61,No,Yes,No
CASE01783,2021-03-21,Burglary,East,13.030869,77.64436,38,Male,32,Male,Afternoon,Autumn,0,No,4.75,Yes,No,Yes
CASE01784,2021-03-21,Fraud,East,13.074504,77.516018,57,Female,59,Male,Evening,Summer,4,No,8.1,Yes,No,No
CASE01785,2021-03-22,Fraud,Central,12.94883,77.536634,50,Male,64,Female,Afternoon,Winter,7,No,4.82,Yes,No,No
CASE01786,2021-03-22,Sexual Offense,Central,12.990022,77.617857,46,Female,64,Male,Night,Summer,6,No,3.42,Yes,No,Yes
CASE01787,2021-03-22,Fraud,Downtown,13.085165,77.611999,50,Male,13,Female,Morning,Autumn,8,No,8.76,No,No,No
CASE01788,2021-03-22,Fraud,East,13.031999,77.647786,47,Male,63,Male,Night,Autumn,1,No,6.37,No,No,No
CASE01789,2021-03-23,Theft,Southwest,12.977754,77.662523,20,Unknown,70,Male,Night,Winter,7,No,6.32,Yes,No,No
CASE01790,2021-03-23,Robbery,West,12.926282,77.525716,31,Male,14,Male,Afternoon,Summer,7,No,6.5,No,No,No
CASE01791,2021-03-23,Theft,East,12.952497,77.503676,32,Male,27,Female,Night,Autumn,5,No,7.47,Yes,No,No
CASE01792,2021-03-23,Vandalism,South,13.016243,77.637928,47,Unknown,53,Female,Night,Spring,2,Yes,3.82,Yes,Yes,No
CASE01793,2021-03-24,Robbery,Downtown,13.043634,77.560278,53,Male,40,Male,Night,Spring,1,No,1.3,No,No,Yes
CASE01794,2021-03-24,Vandalism,Southwest,12.924884,77.625197,47,Male,30,Female,Afternoon,Autumn,7,Yes,8.3,No,No,No
CASE01795,2021-03-24,Theft,West,13.019919,77.530109,35,Unknown,56,Male,Evening,Spring,5,Yes,2.16,Yes,No,No
